1.5	2.75	-0.896307
1.625	2.75	-0.945019
1.75	2.75	-0.978992
1.875	2.75	-0.997695
2	2.75	-1.00084
2.125	2.75	-0.988366
2.25	2.75	-0.96048
2.375	2.75	-0.917612
2.5	2.75	-0.860431
2.625	2.75	-0.789831
2.75	2.75	-0.706911
2.875	2.75	-0.612968
3	2.75	-0.509466
3.125	2.75	-0.398022
3.25	2.75	-0.280374
3.375	2.75	-0.158359
3.5	2.75	-0.0338828
3.625	2.75	0.0911127
3.75	2.75	0.214676
3.875	2.75	0.334877
4	2.75	0.449839
4.125	2.75	0.557767
4.25	2.75	0.656974
4.375	2.75	0.74591
4.5	2.75	0.823186
4.625	2.75	0.887591
4.75	2.75	0.938119
4.875	2.75	0.973976
5	2.75	0.994599
0	2.875	0.263446
0.125	2.875	0.141021
0.25	2.875	0.0163843
0.375	2.875	-0.108518
0.5	2.875	-0.231736
0.625	2.875	-0.351347
0.75	2.875	-0.465485
0.875	2.875	-0.572368
1	2.875	-0.670328
1.125	2.875	-0.757836
1.25	2.875	-0.833526
1.375	2.875	-0.896217
1.5	2.875	-0.94493
1.625	2.875	-0.978904
1.75	2.875	-0.99761
1.875	2.875	-1.00076
2	2.875	-0.98829
2.125	2.875	-0.96041
2.25	2.875	-0.917548
2.375	2.875	-0.860374
2.5	2.875	-0.789781
2.625	2.875	-0.706869
2.75	2.875	-0.612933
2.875	2.875	-0.509438
3	2.875	-0.398001
3.125	2.875	-0.28036
3.25	2.875	-0.158351
3.375	2.875	-0.0338796
3.5	2.875	0.0911121
3.625	2.875	0.214673
3.75	2.875	0.334873
3.875	2.875	0.449836
4	2.875	0.557767
4.125	2.875	0.656979
4.25	2.875	0.745923
4.375	2.875	0.823208
4.5	2.875	0.887627
4.625	2.875	0.93817
4.75	2.875	0.974046
4.875	2.875	0.994692
5	2.875	0.999779
0	3	0.14112
0.125	3	0.0164793
0.25	3	-0.108425
0.375	3	-0.231643
0.5	3	-0.351253
0.625	3	-0.465389
0.75	3	-0.57227
0.875	3	-0.670228
1	3	-0.757734
1.125	3	-0.833423
1.25	3	-0.896113
1.375	3	-0.944826
1.5	3	-0.978802
1.625	3	-0.997511
1.75	3	-1.00066
1.875	3	-0.988198
2	3	-0.960323
2.125	3	-0.917468
2.25	3	-0.860301
2.375	3	-0.789715
2.5	3	-0.706811
2.625	3	-0.612883
2.75	3	-0.509397
2.875	3	-0.397968
3	3	-0.280335
3.125	3	-0.158334
3.25	3	-0.0338691
3.375	3	0.0911169
3.5	3	0.214673
3.625	3	0.33487
3.75	3	0.449832
3.875	3	0.557764
4	3	0.656979
4.125	3	0.745929
4.25	3	0.823223
4.375	3	0.887652
4.5	3	0.93821
4.625	3	0.974104
4.75	3	0.994771
4.875	3	0.999884
5	3	0.989358
0	3.125	0.0165919
0.125	3.125	-0.108317
0.25	3.125	-0.231538
0.375	3.125	-0.351149
0.5	3.125	-0.465283
0.625	3.125	-0.572162
0.75	3.125	-0.670117
0.875	3.125	-0.757621
1	3.125	-0.833307
1.125	3.125	-0.895996
1.25	3.125	-0.944709
1.375	3.125	-0.978685
1.5	3.125	-0.997395
1.625	3.125	-1.00055
1.75	3.125	-0.988089
1.875	3.125	-0.960219
2	3.125	-0.917369
2.125	3.125	-0.860209
2.25	3.125	-0.789631
2.375	3.125	-0.706736
2.5	3.125	-0.612817
2.625	3.125	-0.509341
2.75	3.125	-0.397922
2.875	3.125	-0.280298
3	3.125	-0.158306
3.125	3.125	-0.0338495
3.25	3.125	0.0911288
3.375	3.125	0.214678
3.5	3.125	0.33487
3.625	3.125	0.449829
3.75	3.125	0.557758
3.875	3.125	0.656974
4	3.125	0.745927
4.125	3.125	0.823227
4.25	3.125	0.887665
4.375	3.125	0.938235
4.5	3.125	0.974145
4.625	3.125	0.994831
4.75	3.125	0.999968
4.875	3.125	0.98947
5	3.125	0.963499
0	3.25	-0.108195
0.125	3.25	-0.231421
0.25	3.25	-0.351034
0.375	3.25	-0.465168
0.5	3.25	-0.572044
0.625	3.25	-0.669997
0.75	3.25	-0.757497
0.875	3.25	-0.83318
1	3.25	-0.895866
